streetAddress,lat,lon,Средний доход,Средняя стоимость ЖКУ,age_до 24 лет,age_25_34 лет,age_35_44 лет,age_45_54 лет,age_55_64 лет,age_от 65 лет,мужчины,женщины,С детьми,С животными,С автомобилем,link
"Измайловское шоссе, 17 к2",55.780081,37.728089,158794.0,11254.0,8.89,13.33,36.19,20.0,13.97,7.62,40.95,59.05,39.37,27.3,41.59,https://domclick.ru/card/sale__flat__2071071719
"улица Новаторов, 36 к2",55.662405,37.521708,136032.0,8626.0,9.22,21.94,28.7,18.32,12.6,9.22,35.82,64.18,40.61,24.15,41.31,https://domclick.ru/card/sale__flat__2071077674
"Воронежская улица, 48 к1",55.610656,37.755339,99681.0,7995.0,10.39,16.79,31.45,18.83,13.45,9.09,48.98,51.02,30.89,25.97,40.82,https://domclick.ru/card/sale__flat__2071077776
"Дорожная улица, 46 к5",55.587001,37.610577,127460.0,12901.0,16.22,29.98,31.7,12.29,5.9,3.93,66.58,33.42,22.36,18.18,45.45,https://domclick.ru/card/sale__flat__2071078942
"улица 50 лет Октября, 2 к3",55.653086,37.416538,73308.0,8034.0,25.31,34.91,26.56,9.85,2.62,0.75,88.28,11.72,8.35,3.49,34.91,https://domclick.ru/card/sale__flat__2071083713
"Полярная улица, 27 к1",55.882162,37.638111,123119.0,12395.0,13.52,23.67,31.72,16.44,9.85,4.79,48.89,51.11,31.62,20.8,40.87,https://domclick.ru/card/sale__flat__2071090330
"Домодедовская улица, 4",55.615968,37.703209,92414.0,8492.0,11.48,18.48,27.76,23.33,11.67,7.28,45.17,54.83,27.44,19.51,32.52,https://domclick.ru/card/sale__flat__2071092790
"Воронежская улица, 54",55.611266,37.759603,99681.0,7995.0,10.39,16.79,31.45,18.83,13.45,9.09,48.98,51.02,30.89,25.97,40.82,https://domclick.ru/card/sale__flat__2071115091
"Новокосинская улица, 19",55.740226,37.858593,107378.0,10573.0,10.85,18.25,30.82,20.07,13.91,6.11,44.74,55.26,29.96,23.38,38.52,https://domclick.ru/card/sale__flat__2071117670
"Остафьевское шоссе, 14 к1",55.500376,37.52231,111053.0,11692.0,13.57,24.8,34.16,17.3,8.01,2.16,54.86,45.14,31.2,17.81,45.28,https://domclick.ru/card/sale__flat__2071117680
"улица Бутлерова, 22",55.649398,37.534615,117656.0,10793.0,15.07,25.13,27.51,17.96,9.96,4.36,69.74,30.26,25.26,17.76,69.33,https://domclick.ru/card/sale__flat__2071117686
"улица Госпитальный Вал, 5 ст4",55.77442,37.709015,109974.0,11247.0,14.58,16.3,27.36,21.87,13.64,6.26,42.54,57.46,27.02,23.41,35.16,https://domclick.ru/card/sale__flat__2071119793
"Долгопрудная аллея, 14 к4",55.94243,37.527352,135596.0,9274.0,9.68,32.26,35.48,12.9,6.45,3.23,77.42,22.58,35.48,22.58,64.52,https://domclick.ru/card/sale__flat__2071121340
"Новогиреевская улица, 41",55.751676,37.799882,91600.0,9612.0,7.72,17.06,29.28,22.7,15.85,7.39,48.49,51.51,27.0,23.17,37.94,https://domclick.ru/card/sale__flat__2071125896
"улица Дыбенко, 32 к1",55.87539,37.48552,108679.0,10386.0,11.38,16.98,26.9,24.83,13.63,6.28,49.84,50.16,28.36,22.51,40.21,https://domclick.ru/card/sale__flat__2071127718
"Центросоюзный переулок, 8/9 / Балакиревский переулок, 9",55.7796,37.686318,128294.0,11272.0,20.05,23.54,27.27,15.85,8.86,4.43,37.53,62.47,20.28,27.97,30.54,https://domclick.ru/card/sale__flat__2071140131
"Старобитцевская улица, 23 к1",55.57793,37.574396,96255.0,8502.0,11.1,19.23,31.48,16.77,13.94,7.48,52.52,47.48,33.29,24.0,45.81,https://domclick.ru/card/sale__flat__2071143396
"Воронежская улица, 9",55.610311,37.729616,100029.0,8497.0,9.4,20.0,30.05,22.18,10.91,7.47,48.6,51.4,26.7,25.1,38.77,https://domclick.ru/card/sale__flat__2071167624
"Беловежская улица, 81",55.706186,37.398491,93270.0,9349.0,19.3,27.0,29.8,16.04,5.59,2.28,77.44,22.56,18.62,9.42,42.99,https://domclick.ru/card/sale__flat__2071171591
"2-й переулок Петра Алексеева, 5",55.718055,37.430017,134049.0,12519.0,13.11,23.22,32.46,18.37,8.62,4.23,58.72,41.28,27.24,14.96,47.32,https://domclick.ru/card/sale__flat__2071172561
"Хорошёвское шоссе, 25а к3",55.77634,37.525109,127653.0,11897.0,19.35,26.05,27.59,16.21,7.6,3.2,53.98,46.02,27.31,18.2,36.86,https://domclick.ru/card/sale__flat__2071179818
"проезд Черепановых, 40а",55.841857,37.532592,113613.0,10692.0,11.82,22.66,31.03,20.3,10.31,3.88,64.79,35.21,26.57,22.2,64.4,https://domclick.ru/card/sale__flat__2071190201
"Большая Серпуховская улица, 34 к5",55.724768,37.625265,120404.0,11043.0,13.19,19.42,28.8,20.8,12.18,5.61,52.28,47.72,23.29,20.51,39.79,https://domclick.ru/card/sale__flat__2071195050
"Волоколамское шоссе, 71/13 к1",55.815932,37.426427,171477.0,17939.0,8.59,24.22,42.19,21.88,2.34,0.78,41.41,58.59,42.97,28.91,50.78,https://domclick.ru/card/sale__flat__2071202614
"Цимлянская улица, 28",55.669062,37.767252,105350.0,10743.0,13.77,28.42,29.41,16.96,8.76,2.68,73.51,26.49,23.37,15.64,77.74,https://domclick.ru/card/sale__flat__2071206607
"Новоорловская улица, 8 к2",55.638984,37.361702,102964.0,8256.0,5.24,13.5,34.86,19.41,16.25,10.75,32.3,67.7,43.72,26.66,40.36,https://domclick.ru/card/sale__flat__2071207302
"Полярная улица, 22 к4",55.879528,37.640414,110502.0,10239.0,9.12,20.09,30.25,19.65,14.36,6.53,40.05,59.95,34.87,22.61,35.92,https://domclick.ru/card/sale__flat__2071210758
"улица Лётчика Ульянина, 2",55.624735,37.304721,107952.0,10489.0,13.83,22.81,33.37,18.29,8.42,3.28,52.29,47.71,33.44,21.91,42.64,https://domclick.ru/card/sale__flat__2071213492
"Ботаническая улица, 29а к3",55.834592,37.592483,160654.0,8493.0,17.89,29.0,35.5,12.2,4.34,1.08,44.17,55.83,30.62,25.2,42.01,https://domclick.ru/card/sale__flat__2071222963
"улица Милашенкова, 8",55.825409,37.584625,115323.0,8442.0,9.08,22.83,30.22,23.09,9.73,5.06,57.2,42.8,30.87,21.92,42.15,https://domclick.ru/card/sale__flat__2071225875
"Шелепихинская набережная, 40 к2",55.767721,37.501912,130374.0,12741.0,14.59,26.61,36.48,16.74,5.58,,76.82,23.18,15.45,11.59,30.9,https://domclick.ru/card/sale__flat__2071241684
"Георгиевская улица, 11",55.590976,37.379395,188908.0,5696.0,3.23,29.03,37.1,25.81,1.61,3.23,41.94,58.06,50.0,27.42,53.23,https://domclick.ru/card/sale__flat__2071242166
"улица Ляпидевского, 10",55.856654,37.497414,173279.0,12511.0,9.74,19.37,30.8,21.87,12.65,5.57,49.94,50.06,33.0,25.12,55.22,https://domclick.ru/card/sale__flat__2071268377
"Прокшинский проспект, 5",55.59252,37.429596,134749.0,13488.0,12.71,32.45,32.07,15.75,4.36,2.66,68.12,31.88,29.98,12.71,44.78,https://domclick.ru/card/sale__flat__2071268960
"Полоцкая улица, 16",55.734221,37.425502,96170.0,7568.0,34.46,23.97,16.85,10.86,7.12,6.74,67.04,32.96,21.35,14.98,47.19,https://domclick.ru/card/sale__flat__2071270962
"Магеллана проспект, 4",55.591663,37.44269,120719.0,10705.0,22.3,29.32,28.9,11.43,5.67,2.37,59.11,40.89,38.38,19.56,44.7,https://domclick.ru/card/sale__flat__2071276299
"Пятницкое шоссе, 33",55.851577,37.360755,177768.0,9180.0,6.81,16.85,34.77,16.85,16.85,7.89,43.01,56.99,37.63,31.18,56.63,https://domclick.ru/card/sale__flat__2071276386
"Севастопольский проспект, 50 / Херсонская улица, 11",55.651969,37.565122,100135.0,8906.0,14.06,22.43,27.94,19.29,10.97,5.31,57.67,42.33,25.38,19.27,43.79,https://domclick.ru/card/sale__flat__2071288886
"Куликовская улица, 7",55.568688,37.562704,115204.0,11245.0,6.41,17.7,32.68,20.35,15.68,7.18,45.3,54.7,34.98,25.99,47.18,https://domclick.ru/card/sale__flat__2071288948
"Каширское шоссе, 59 к2",55.638022,37.699198,99822.0,9098.0,9.12,14.22,37.57,13.25,15.91,9.93,50.05,49.95,27.74,20.14,42.29,https://domclick.ru/card/sale__flat__2071296431
"Кантемировская улица, 14 к2",55.6389,37.66878,94681.0,9705.0,12.25,18.0,33.2,18.51,11.18,6.86,53.43,46.57,25.98,19.73,42.7,https://domclick.ru/card/sale__flat__2071297765
"Зеленоград, к353а",55.993282,37.223974,125140.0,10564.0,13.11,24.36,32.13,17.02,9.51,3.87,49.33,50.67,38.13,28.44,48.27,https://domclick.ru/card/sale__flat__2071304241
"Лихачёва проспект, 18 к1",55.688494,37.653458,143241.0,15675.0,16.15,26.95,32.52,15.07,7.67,1.65,69.93,30.07,19.61,15.52,48.1,https://domclick.ru/card/sale__flat__2071308791
"улица 800-летия Москвы, 22 к2",55.879202,37.556541,115816.0,9244.0,8.1,17.36,31.11,22.08,14.52,6.83,47.73,52.27,38.19,25.34,45.53,https://domclick.ru/card/sale__flat__2071316953
"Бирюлёвская улица, 53/1",55.581851,37.673178,99729.0,9453.0,14.37,22.02,29.47,19.93,9.16,5.05,49.56,50.44,31.24,22.61,42.31,https://domclick.ru/card/sale__flat__2071317005
"Балаклавский проспект, 12 к3",55.641698,37.6078,107595.0,10186.0,14.86,20.8,24.54,19.75,13.03,7.03,46.29,53.71,24.1,20.68,32.44,https://domclick.ru/card/sale__flat__2071317012
"Скандинавский бульвар, 8",55.56549,37.498541,143533.0,10990.0,12.12,25.27,35.42,15.69,7.67,3.83,48.77,51.23,35.66,22.57,45.83,https://domclick.ru/card/sale__flat__2071319266
"Вольная улица, 28/4 к1",55.776355,37.736913,118152.0,10103.0,13.35,22.22,31.55,18.7,10.0,4.18,54.68,45.32,26.08,20.38,43.73,https://domclick.ru/card/sale__flat__2071320165
"улица Перерва, 34",55.650527,37.73363,121586.0,10964.0,1.74,19.13,57.39,13.91,6.09,1.74,23.48,76.52,77.39,33.04,42.61,https://domclick.ru/card/sale__flat__2071326489
"Кронштадтский бульвар, 45 к1",55.852096,37.510502,97632.0,10717.0,13.49,26.63,28.57,17.69,9.37,4.24,62.4,37.6,22.62,14.93,46.0,https://domclick.ru/card/sale__flat__2071328024
"улица Академика Бакулева, 10",55.642107,37.482798,128686.0,12730.0,10.33,18.51,30.57,23.79,10.74,6.07,59.2,40.8,31.15,21.98,68.75,https://domclick.ru/card/sale__flat__2071334639
"улица Потаповская Роща, 20 к1",55.551283,37.504248,123013.0,7874.0,17.8,22.03,32.86,16.65,7.84,2.82,51.98,48.02,31.45,17.44,41.85,https://domclick.ru/card/sale__flat__2071335944
"Амурская улица, 1а к5",55.809597,37.759713,112534.0,11535.0,18.73,27.77,28.36,14.42,7.78,2.94,62.77,37.23,23.05,15.18,42.95,https://domclick.ru/card/sale__flat__2071344133
"Большая Очаковская улица, 44 к1",55.675472,37.445039,105033.0,8127.0,17.39,22.54,27.68,19.4,8.79,4.21,53.8,46.2,26.87,16.01,40.93,https://domclick.ru/card/sale__flat__2071354162
"Луговой проезд, 12 к1",55.646187,37.752768,126937.0,11527.0,13.21,25.31,33.56,18.64,6.96,2.32,47.72,52.28,30.15,22.07,43.71,https://domclick.ru/card/sale__flat__2071359736
"Пятницкое шоссе, 10",55.839612,37.389032,102542.0,9796.0,13.2,20.61,29.56,18.17,12.68,5.78,53.81,46.19,27.54,20.22,46.49,https://domclick.ru/card/sale__flat__2071368858
"Большая Дорогомиловская улица, 11",55.745917,37.552747,176716.0,14846.0,12.17,21.05,24.24,20.66,13.98,7.9,48.33,51.67,25.52,19.92,44.41,https://domclick.ru/card/sale__flat__2071369834
"улица Берзарина, 30а",55.790197,37.471812,156821.0,12073.0,10.61,24.19,32.31,19.16,8.86,4.87,53.78,46.22,29.7,23.52,58.93,https://domclick.ru/card/sale__flat__2071369856
"улица Чечулина, 14",55.780264,37.827212,141866.0,12694.0,2.06,12.89,26.8,31.44,20.1,6.7,36.6,63.4,43.81,33.51,52.06,https://domclick.ru/card/sale__flat__2071371654
"Покровская улица, 39",55.706727,37.918727,80054.0,9243.0,13.77,22.78,32.99,16.18,10.99,3.28,49.21,50.79,35.65,18.75,36.25,https://domclick.ru/card/sale__flat__2071373065
"улица Новаторов, 14 к2",55.667232,37.523128,131441.0,8811.0,6.52,21.74,36.96,23.91,10.87,,39.13,60.87,41.3,26.09,34.78,https://domclick.ru/card/sale__flat__2071381441
"улица Инженера Кнорре, 7 к3",55.637332,37.426829,157645.0,13195.0,16.09,31.69,32.02,10.51,6.57,3.12,65.19,34.81,26.44,18.88,50.41,https://domclick.ru/card/sale__flat__2071384022
"проезд Невельского, 1 к1",55.750163,37.698624,142041.0,14950.0,14.18,26.75,32.32,18.13,7.54,1.08,65.53,34.47,23.7,15.8,40.57,https://domclick.ru/card/sale__flat__2071387856
"Лебедянская улица, 14 к1",55.585691,37.675276,97665.0,9046.0,9.39,18.24,30.03,24.33,9.92,8.1,45.58,54.42,31.64,28.88,37.66,https://domclick.ru/card/sale__flat__2071388094
"Кастанаевская улица, 45 к1",55.731704,37.465709,155057.0,9193.0,7.14,10.71,22.62,30.95,11.9,16.67,28.57,71.43,39.29,27.38,33.33,https://domclick.ru/card/sale__flat__2071392220
"Братеевская улица, 21",55.631534,37.752725,112750.0,9206.0,11.3,19.23,35.2,20.26,9.99,4.01,53.97,46.03,30.16,21.66,47.9,https://domclick.ru/card/sale__flat__2071397999
"Сколковское шоссе, 40 к1",55.700329,37.394916,119179.0,15421.0,13.93,26.78,31.72,18.18,6.72,2.67,73.32,26.68,18.97,11.36,49.01,https://domclick.ru/card/sale__flat__2071406486
"Городская улица, 12",55.493144,37.318065,130426.0,10231.0,14.22,20.74,31.07,20.65,9.57,3.76,59.28,40.72,31.65,23.96,59.01,https://domclick.ru/card/sale__flat__2071406506
"Алма-Атинская улица, 11 к1",55.638496,37.773206,95625.0,9295.0,9.76,17.94,40.06,20.17,7.62,4.46,66.91,33.09,27.97,19.24,59.39,https://domclick.ru/card/sale__flat__2071414743
"Лермонтовский проспект, 14 к1",55.698219,37.855828,115979.0,14328.0,10.47,23.7,32.72,18.31,10.61,4.18,63.37,36.63,28.72,21.33,66.51,https://domclick.ru/card/sale__flat__2071415493
"Зеленоград, к1805",55.979327,37.162719,119730.0,11124.0,8.5,16.49,30.9,20.49,16.21,7.4,42.64,57.36,36.0,33.92,47.0,https://domclick.ru/card/sale__flat__2071416405
"улица Татьяны Макаровой, 6",55.711363,37.886247,129759.0,11528.0,7.93,18.71,31.93,22.62,14.01,4.8,46.13,53.87,37.02,28.31,45.54,https://domclick.ru/card/sale__flat__2071421248
"Ленинградский проспект, 29 к1",55.785328,37.564163,175704.0,15685.0,14.78,24.33,29.83,18.99,8.27,3.8,54.55,45.45,26.88,22.86,49.3,https://domclick.ru/card/sale__flat__2071428477
"переулок Посланников, 6",55.770072,37.682554,135618.0,11571.0,19.02,22.74,27.65,17.38,9.3,3.91,51.59,48.41,23.05,22.09,37.69,https://domclick.ru/card/sale__flat__2071434039
"улица Марьинский Парк, 45",55.672645,37.794809,75297.0,9030.0,23.94,25.94,28.18,14.71,5.74,1.5,66.08,33.92,22.19,11.72,39.9,https://domclick.ru/card/sale__flat__2071434078
"Боровское шоссе, 43 к1",55.638694,37.358245,90655.0,8482.0,11.12,19.35,32.73,19.43,11.25,6.13,52.16,47.84,32.93,21.04,40.02,https://domclick.ru/card/sale__flat__2071436228
"улица Лётчика Бабушкина, 39",55.875196,37.676195,102640.0,8165.0,14.31,19.38,28.31,22.02,10.15,5.83,57.58,42.42,25.32,20.19,46.98,https://domclick.ru/card/sale__flat__2071438501
"проезд Досфлота, 5",55.842317,37.45734,95600.0,9781.0,13.48,23.18,28.49,18.37,11.51,4.96,59.31,40.69,25.36,18.9,43.8,https://domclick.ru/card/sale__flat__2071439927
"Малая Бронная улица, 22 ст1",55.7628,37.595319,187538.0,15997.0,23.15,31.85,24.99,12.4,5.19,2.42,47.78,52.22,22.17,21.48,45.04,https://domclick.ru/card/sale__flat__2071440963
"улица Берзарина, 12",55.787852,37.489303,125261.0,9889.0,12.15,18.41,27.57,20.37,12.9,8.6,52.99,47.01,22.34,24.58,40.47,https://domclick.ru/card/sale__flat__2071449005
"улица Девятая Рота, 27",55.793166,37.712866,111721.0,10075.0,13.85,19.26,26.53,21.54,12.79,6.05,47.11,52.89,24.77,22.81,34.91,https://domclick.ru/card/sale__flat__2071457838
"улица Полбина, 64",55.671508,37.723485,158953.0,6130.0,,10.53,38.6,26.32,17.54,7.02,66.67,33.33,24.56,26.32,96.49,https://domclick.ru/card/sale__flat__2071475577
"Шипиловский проезд, 43 к1",55.610546,37.697487,104037.0,9142.0,14.4,19.79,27.4,21.15,11.77,5.49,50.38,49.62,24.07,21.69,36.85,https://domclick.ru/card/sale__flat__2071476763
"улица Маршала Савицкого, 26",55.504922,37.594189,79339.0,10836.0,9.84,22.2,37.53,18.08,8.92,3.43,48.51,51.49,33.18,21.74,47.83,https://domclick.ru/card/sale__flat__2071476813
"Зеленоград, к2024",55.975513,37.168717,118353.0,10724.0,7.5,20.36,31.98,21.66,13.96,4.54,42.98,57.02,39.55,25.86,47.87,https://domclick.ru/card/sale__flat__2071478545
"улица Крылатские Холмы, 21",55.75439,37.411822,131767.0,12257.0,12.06,21.51,29.36,20.49,9.89,6.69,45.08,54.92,26.88,20.56,36.81,https://domclick.ru/card/sale__flat__2071495493
"проезд Дежнёва, 27 к3",55.869194,37.631697,100093.0,9307.0,11.64,17.56,28.54,22.37,12.45,7.44,44.43,55.57,29.76,26.37,36.87,https://domclick.ru/card/sale__flat__2071496445
"Прибрежная улица, 1",55.494937,37.307977,149764.0,,6.5,19.51,38.14,20.21,11.07,4.57,49.03,50.97,43.76,30.76,64.32,https://domclick.ru/card/sale__flat__2071499381
"Лухмановская улица, 35",55.723773,37.907544,106078.0,9627.0,13.15,21.11,29.82,17.64,12.98,5.3,53.18,46.82,32.55,20.52,42.04,https://domclick.ru/card/sale__flat__2071499928
"Вернадского проспект, 29 к1",55.680641,37.51644,93975.0,8879.0,31.82,16.7,20.85,15.44,9.97,5.21,48.56,51.44,23.31,14.63,29.49,https://domclick.ru/card/sale__flat__2071505924
"бульвар Веласкеса, 7 к3",55.593622,37.460715,145015.0,9858.0,12.1,27.08,32.42,16.94,7.78,3.68,49.93,50.07,36.92,22.92,46.45,https://domclick.ru/card/sale__flat__2071505926
"Сельскохозяйственная улица, 35",55.853116,37.622926,152951.0,14442.0,13.73,24.57,34.26,15.99,7.43,4.02,53.01,46.99,36.36,20.01,47.56,https://domclick.ru/card/sale__flat__2071509924
"Клязьминская улица, 17",55.889488,37.526466,110722.0,12247.0,13.78,24.1,32.64,17.65,8.57,3.26,55.66,44.34,30.19,17.69,40.85,https://domclick.ru/card/sale__flat__2071514405
"Главмосстроя улица, 8",55.652324,37.409641,110479.0,9740.0,13.44,19.3,31.59,21.02,10.26,4.4,48.39,51.61,34.24,27.84,42.46,https://domclick.ru/card/sale__flat__2071524408
"Рублёвское шоссе, 79",55.737995,37.432938,117949.0,11176.0,13.19,20.96,28.11,19.11,12.22,6.4,52.1,47.9,26.03,19.08,44.04,https://domclick.ru/card/sale__flat__2071540766
"Перовская улица, 6а",55.746213,37.757557,91020.0,8973.0,13.1,21.48,28.83,20.72,10.12,5.75,57.24,42.76,21.55,15.04,35.27,https://domclick.ru/card/sale__flat__2071540794
"улица Атласова, 11",55.599824,37.35635,120986.0,8761.0,8.58,20.82,34.47,21.19,10.06,4.88,48.91,51.09,41.06,23.91,49.08,https://domclick.ru/card/sale__flat__2071542442
"Фитарёвская улица, 19 к1",55.566174,37.478362,126677.0,8185.0,15.06,25.1,31.63,17.67,6.33,4.22,50.5,49.5,30.32,21.99,42.27,https://domclick.ru/card/sale__flat__2071543932
