title,district,city,region,lat,lon
Метро Ленинский проспект · 1A,Гагаринский,Москва,Москва,55.707088,37.585075
Метро Ленинский проспект · 2C,Донской,Москва,Москва,55.711781,37.587281
Метро Ленинский проспект · 2D,Донской,Москва,Москва,55.711594,37.586445
Метро Ленинский проспект (южный вход),Гагаринский,Москва,Москва,55.705827,37.586248
Метро Лефортово · 1E,Лефортово,Москва,Москва,55.763557,37.705869
Метро Лубянка - Политехнический музей · 5B,Басманный,Москва,Москва,55.759152,37.628497
Метро Лубянка · 11A,Мещанский,Москва,Москва,55.759711,37.625322
Метро Лубянка · 11B,Мещанский,Москва,Москва,55.760106,37.626218
Метро Лубянка · 11C,Тверской,Москва,Москва,55.760189,37.626364
Метро Лубянка · 7A,Тверской,Москва,Москва,55.758593,37.627436
Метро Лубянка · 7B,Тверской,Москва,Москва,55.758284,37.627872
Метро Марксистская · 5A,Таганский,Москва,Москва,55.740528,37.656932
Метро Марксистская · 6A,Таганский,Москва,Москва,55.7411,37.656305
Метро Марксистская · 6B,Таганский,Москва,Москва,55.741207,37.65709
Метро Марксистская · 6C,Таганский,Москва,Москва,55.741662,37.655584
Метро Марьина Роща - Театр Сатирикон · 1A,Марьина Роща,Москва,Москва,55.796884,37.616185
Метро Марьина Роща - Театр Сатирикон · 1B,Марьина Роща,Москва,Москва,55.796853,37.615966
Метро Марьина Роща · 2A,Марьина Роща,Москва,Москва,55.793838,37.616415
Метро Марьина Роща · 2B,Марьина Роща,Москва,Москва,55.793321,37.618173
Метро Марьина Роща · 3A,Марьина Роща,Москва,Москва,55.794018,37.616058
Метро Марьина Роща · 4A,Марьина Роща,Москва,Москва,55.793406,37.614493
Метро Марьина Роща · 5A,Мещанский,Москва,Москва,55.792817,37.617409
Метро Маяковская · 1A,Тверской,Москва,Москва,55.770703,37.595185
Метро Маяковская · 4A,Тверской,Москва,Москва,55.769556,37.596443
Метро Маяковская · 4B,Пресненский,Москва,Москва,55.768293,37.593818
Метро Маяковская · 4C,Пресненский,Москва,Москва,55.766945,37.592496
Метро Менделеевская · 2A,Тверской,Москва,Москва,55.781522,37.598929
Метро Менделеевская · 4A,Тверской,Москва,Москва,55.78175,37.598916
Метро Новокузнецкая · 1A,Замоскворечье,Москва,Москва,55.742288,37.628504
Метро Новокузнецкая · 1B,Замоскворечье,Москва,Москва,55.742045,37.629736
Метро Новокузнецкая · 1C,Замоскворечье,Москва,Москва,55.742544,37.630224
Метро Новослободская · 1C,Тверской,Москва,Москва,55.778321,37.601807
